no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
4,Graduate,No,7200000,19100000,4,774,9400000,7000000,17900000,3600000,1,2.6527777777777777,37900000,0.503957783641161
1,Not Graduate,Yes,8700000,27000000,10,717,25500000,8600000,17500000,9100000,1,3.103448275862069,60700000,0.44481054365733114
3,Not Graduate,Yes,1100000,3500000,12,503,3000000,400000,2200000,1200000,0,3.1818181818181817,6800000,0.5147058823529411
1,Graduate,Yes,4000000,10900000,14,598,3600000,6600000,13600000,4400000,1,2.725,28200000,0.38652482269503546
2,Graduate,No,9800000,32400000,2,543,24200000,17500000,25700000,7700000,1,3.306122448979592,75100000,0.43142476697736354
0,Not Graduate,Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000,1,2.5185185185185186,13800000,0.4927536231884058
3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,0,3.9318181818181817,55700000,0.6211849192100538
5,Not Graduate,Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000,1,2.3636363636363638,21000000,0.37142857142857144
1,Graduate,Yes,6900000,23400000,4,481,18700000,1100000,23400000,10200000,1,3.391304347826087,53400000,0.43820224719101125
3,Graduate,Yes,900000,3500000,4,770,700000,0,2000000,600000,0,3.888888888888889,3300000,1.0606060606060606
3,Graduate,Yes,4100000,15500000,6,667,2800000,1600000,14700000,4000000,1,3.7804878048780486,23100000,0.670995670995671
3,Not Graduate,Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000,1,3.723404255319149,18800000,0.9308510638297872
5,Graduate,Yes,3400000,11600000,16,479,9200000,5700000,11200000,2400000,0,3.411764705882353,28500000,0.4070175438596491
2,Graduate,No,9600000,22500000,18,851,7400000,16200000,24300000,12700000,1,2.34375,60600000,0.3712871287128713
3,Not Graduate,Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000,0,2.3142857142857145,58400000,0.2773972602739726
5,Graduate,No,5700000,12900000,18,807,4100000,900000,18600000,5500000,1,2.263157894736842,29100000,0.44329896907216493
1,Not Graduate,Yes,8200000,32400000,18,831,22800000,12300000,17700000,7800000,1,3.951219512195122,60600000,0.5346534653465347
2,Not Graduate,No,2100000,5100000,12,674,2200000,3200000,6400000,2400000,1,2.4285714285714284,14200000,0.3591549295774648
1,Not Graduate,Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1,3.5125,45200000,0.6216814159292036
2,Not Graduate,No,8000000,29300000,4,600,16500000,13200000,29400000,6500000,1,3.6625,65600000,0.44664634146341464
0,Not Graduate,Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0,2.872340425531915,44700000,0.6040268456375839
0,Graduate,No,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0,2.4523809523809526,39900000,0.5162907268170426
1,Not Graduate,Yes,1900000,5000000,6,560,1000000,1900000,6300000,1400000,1,2.6315789473684212,10600000,0.4716981132075472
0,Not Graduate,Yes,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0,3.9047619047619047,26100000,0.6283524904214559
5,Graduate,No,2600000,9100000,8,852,3700000,700000,10300000,3300000,1,3.5,18000000,0.5055555555555555
3,Not Graduate,No,3700000,8500000,20,853,8300000,5700000,7500000,4900000,1,2.2972972972972974,26400000,0.32196969696969696
0,Graduate,No,8800000,30900000,12,729,1700000,700000,25700000,11400000,1,3.5113636363636362,39500000,0.7822784810126582
2,Not Graduate,No,2100000,4700000,2,546,6000000,3200000,5700000,1500000,0,2.238095238095238,16400000,0.2865853658536585
3,Graduate,Yes,900000,2400000,10,489,800000,0,2800000,500000,0,2.6666666666666665,4100000,0.5853658536585366
3,Graduate,Yes,9800000,35400000,6,869,14400000,16400000,22800000,10300000,1,3.6122448979591835,63900000,0.5539906103286385
2,Not Graduate,No,8000000,20000000,2,502,4100000,2200000,31600000,9900000,0,2.5,47800000,0.41841004184100417
0,Graduate,No,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1,3.9591836734693877,77300000,0.5019404915912031
0,Not Graduate,Yes,300000,1100000,8,789,400000,100000,800000,400000,1,3.6666666666666665,1700000,0.6470588235294118
4,Not Graduate,No,2700000,8100000,4,325,5000000,800000,9900000,3400000,1,3.0,19100000,0.42408376963350786
3,Graduate,Yes,7400000,19600000,2,716,4100000,8900000,29100000,4200000,1,2.6486486486486487,46300000,0.42332613390928725
3,Graduate,No,9200000,34300000,18,523,25600000,4000000,29100000,8800000,0,3.7282608695652173,67500000,0.5081481481481481
5,Not Graduate,No,9500000,22200000,20,352,24500000,0,30800000,7000000,0,2.336842105263158,62300000,0.3563402889245586
5,Graduate,Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000,1,3.789473684210526,21800000,0.6605504587155964
0,Graduate,No,8300000,19400000,18,649,2500000,16100000,24300000,11300000,1,2.3373493975903616,54200000,0.35793357933579334
2,Graduate,Yes,2800000,7400000,18,666,100000,2300000,6300000,3400000,1,2.642857142857143,12100000,0.6115702479338843
0,Graduate,No,8600000,20900000,10,813,11300000,11900000,26000000,4800000,1,2.4302325581395348,54000000,0.387037037037037
0,Not Graduate,No,5400000,16800000,10,599,5300000,7400000,14500000,7600000,1,3.111111111111111,34800000,0.4827586206896552
5,Graduate,Yes,4200000,9400000,6,678,4700000,5500000,9900000,5700000,1,2.238095238095238,25800000,0.3643410852713178
5,Not Graduate,No,5200000,12200000,20,513,13400000,2000000,16800000,5400000,0,2.3461538461538463,37600000,0.324468085106383
5,Graduate,No,9400000,27900000,4,870,1100000,200000,29500000,10400000,1,2.9680851063829787,41200000,0.6771844660194175
3,Graduate,No,8800000,20400000,8,483,3200000,11400000,28200000,11800000,0,2.3181818181818183,54600000,0.37362637362637363
1,Graduate,Yes,5900000,16700000,16,308,5800000,8800000,19100000,5300000,0,2.830508474576271,39000000,0.4282051282051282
3,Graduate,Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000,1,2.8823529411764706,11400000,0.4298245614035088
1,Not Graduate,No,7000000,23000000,10,886,14000000,3700000,26700000,3600000,1,3.2857142857142856,48000000,0.4791666666666667
4,Not Graduate,No,1700000,4000000,6,829,0,1600000,5200000,1700000,1,2.3529411764705883,8500000,0.47058823529411764
0,Not Graduate,No,1500000,4900000,12,651,1600000,2800000,4600000,800000,1,3.2666666666666666,9800000,0.5
4,Not Graduate,No,2000000,4700000,18,733,3700000,3700000,7000000,2800000,1,2.35,17200000,0.27325581395348836
5,Graduate,Yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,0,3.9743589743589745,27400000,0.5656934306569343
1,Graduate,Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,1,4.0,5300000,0.6792452830188679
1,Graduate,No,6900000,22500000,18,403,800000,8400000,16900000,6300000,0,3.260869565217391,32400000,0.6944444444444444
0,Graduate,Yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,0,2.7857142857142856,20800000,0.375
3,Graduate,Yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,0,2.926470588235294,56500000,0.35221238938053095
4,Not Graduate,Yes,600000,1800000,8,417,1700000,700000,1800000,800000,0,3.0,5000000,0.36
1,Not Graduate,No,4700000,14000000,6,468,11300000,1800000,10600000,4600000,0,2.978723404255319,28300000,0.49469964664310956
5,Graduate,Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,1,3.933333333333333,26200000,0.45038167938931295
5,Not Graduate,No,4000000,13900000,6,530,6000000,5600000,12500000,6000000,0,3.475,30100000,0.46179401993355484
1,Not Graduate,Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,1,3.6451612903225805,25100000,0.450199203187251
1,Not Graduate,Yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,0,3.311688311688312,56200000,0.45373665480427045
5,Not Graduate,Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,0,2.1627906976744184,22900000,0.40611353711790393
1,Graduate,Yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,0,3.3620689655172415,37700000,0.5172413793103449
3,Graduate,Yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,0,2.9722222222222223,22200000,0.481981981981982
0,Not Graduate,Yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,0,2.6206896551724137,26300000,0.2889733840304182
0,Graduate,No,8800000,20200000,4,433,16000000,4200000,30500000,12400000,0,2.2954545454545454,63100000,0.3201267828843106
1,Not Graduate,Yes,300000,1000000,10,431,400000,500000,900000,100000,0,3.3333333333333335,1900000,0.5263157894736842
5,Not Graduate,Yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,0,3.36046511627907,48700000,0.5934291581108829
2,Not Graduate,Yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,0,3.4285714285714284,23200000,0.5172413793103449
5,Graduate,No,800000,2600000,6,560,100000,200000,3000000,1000000,1,3.25,4300000,0.6046511627906976
2,Graduate,No,8000000,27100000,12,674,14400000,400000,25300000,6400000,1,3.3875,46500000,0.5827956989247312
0,Not Graduate,Yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,1,3.8585858585858586,53200000,0.7180451127819549
2,Not Graduate,No,3300000,6600000,6,331,6300000,2000000,8900000,2700000,0,2.0,19900000,0.3316582914572864
4,Graduate,Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,1,3.35,7700000,0.8701298701298701
3,Not Graduate,No,4900000,12900000,18,877,1800000,7000000,17900000,3300000,1,2.63265306122449,30000000,0.43
5,Not Graduate,Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,1,2.5652173913043477,53900000,0.437847866419295
0,Not Graduate,No,7500000,18200000,6,782,7400000,12000000,19800000,4100000,1,2.4266666666666667,43300000,0.42032332563510394
5,Not Graduate,No,9000000,29300000,4,531,10400000,9500000,35500000,5800000,1,3.2555555555555555,61200000,0.47875816993464054
3,Not Graduate,No,1400000,4100000,8,455,3000000,1400000,2900000,2100000,0,2.9285714285714284,9400000,0.43617021276595747
3,Graduate,No,9600000,19900000,14,452,4200000,16200000,28500000,6600000,0,2.0729166666666665,55500000,0.35855855855855856
2,Graduate,No,8400000,33200000,14,474,19600000,15000000,25400000,11500000,0,3.9523809523809526,71500000,0.4643356643356643
3,Not Graduate,No,6400000,24400000,4,483,7800000,2400000,19100000,4500000,1,3.8125,33800000,0.7218934911242604
4,Graduate,No,5900000,16800000,8,481,6900000,11400000,19500000,3300000,0,2.847457627118644,41100000,0.40875912408759124
2,Graduate,Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000,1,2.3181818181818183,14500000,0.35172413793103446
4,Graduate,Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,1,2.517857142857143,41500000,0.3397590361445783
4,Not Graduate,No,9800000,28700000,6,778,16600000,7400000,29700000,11100000,1,2.9285714285714284,64800000,0.44290123456790126
4,Graduate,No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,1,3.3181818181818183,29600000,0.49324324324324326
2,Not Graduate,Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,1,2.0416666666666665,19200000,0.2552083333333333
1,Graduate,No,4400000,10800000,12,674,9600000,2700000,17200000,5300000,1,2.4545454545454546,34800000,0.3103448275862069
4,Graduate,No,3700000,13200000,4,802,9800000,2400000,12500000,4300000,1,3.5675675675675675,29000000,0.45517241379310347
4,Not Graduate,Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,0,3.391304347826087,12400000,0.6290322580645161
4,Graduate,Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000,1,3.3220338983050848,52300000,0.37476099426386233
4,Not Graduate,Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,1,3.671875,37500000,0.6266666666666667
4,Graduate,Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000,1,3.489795918367347,32800000,0.5213414634146342
3,Not Graduate,Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000,1,2.5473684210526315,59400000,0.4074074074074074
2,Not Graduate,No,5700000,16400000,12,708,3700000,800000,15000000,4400000,1,2.8771929824561404,23900000,0.6861924686192469
2,Not Graduate,Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,1,2.111111111111111,22900000,0.24890829694323144
2,Not Graduate,Yes,3900000,11300000,12,516,3100000,0,10400000,4600000,0,2.8974358974358974,18100000,0.6243093922651933
0,Not Graduate,No,7800000,28800000,12,465,4700000,7500000,28800000,7400000,0,3.6923076923076925,48400000,0.5950413223140496
0,Graduate,No,1100000,3200000,20,716,1800000,1400000,3600000,1500000,1,2.909090909090909,8300000,0.3855421686746988
4,Not Graduate,No,200000,600000,10,404,0,100000,400000,0,0,3.0,500000,1.2
0,Not Graduate,Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,0,2.25531914893617,31700000,0.334384858044164
3,Not Graduate,Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000,0,2.5121951219512195,62700000,0.32854864433811803
2,Not Graduate,Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,1,4.0,28500000,0.6456140350877193
5,Not Graduate,No,1800000,7000000,18,466,2600000,2100000,6000000,1900000,0,3.888888888888889,12600000,0.5555555555555556
3,Graduate,Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000,0,2.6875,17500000,0.49142857142857144
4,Not Graduate,Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,1,3.6363636363636362,42600000,0.4694835680751174
3,Graduate,No,7900000,18300000,10,731,4200000,3400000,22200000,8400000,1,2.3164556962025316,38200000,0.4790575916230366
1,Graduate,Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000,0,2.525,29100000,0.3470790378006873
3,Not Graduate,Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000,1,2.485294117647059,25000000,0.676
1,Not Graduate,No,2700000,9400000,18,704,5300000,2300000,6400000,2400000,1,3.4814814814814814,16400000,0.573170731707317
2,Not Graduate,No,6800000,23500000,12,341,19300000,11800000,14300000,8500000,0,3.4558823529411766,53900000,0.4359925788497217
5,Graduate,No,8600000,21000000,8,465,11700000,14900000,19500000,9900000,0,2.441860465116279,56000000,0.375
4,Graduate,No,8000000,30100000,4,431,11900000,13800000,18800000,11500000,1,3.7625,56000000,0.5375
1,Graduate,Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000,0,3.4054054054054053,25100000,0.50199203187251
0,Graduate,No,2600000,5100000,14,678,500000,1200000,6000000,3100000,1,1.9615384615384615,10800000,0.4722222222222222
4,Graduate,No,4200000,16800000,6,381,9600000,3800000,14800000,5900000,0,4.0,34100000,0.49266862170087977
5,Graduate,Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000,0,3.5,41300000,0.6779661016949152
1,Not Graduate,No,7100000,23500000,12,768,6400000,12100000,22400000,7300000,1,3.3098591549295775,48200000,0.487551867219917
0,Not Graduate,No,2000000,7000000,6,666,0,1200000,4300000,1400000,0,3.5,6900000,1.0144927536231885
4,Not Graduate,Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000,1,2.293103448275862,48700000,0.2731006160164271
3,Not Graduate,Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000,0,2.3582089552238807,41300000,0.38256658595641646
2,Graduate,No,7300000,28700000,14,634,5900000,3800000,21200000,10800000,1,3.9315068493150687,41700000,0.6882494004796164
4,Not Graduate,No,3300000,9700000,14,782,2500000,0,10400000,2200000,1,2.9393939393939394,15100000,0.6423841059602649
0,Graduate,No,3000000,7000000,10,781,7200000,600000,11700000,2700000,1,2.3333333333333335,22200000,0.3153153153153153
4,Not Graduate,No,7900000,17200000,14,318,14200000,9500000,23200000,9000000,0,2.1772151898734178,55900000,0.3076923076923077
5,Not Graduate,No,7600000,24100000,18,721,21900000,11500000,22900000,7200000,1,3.1710526315789473,63500000,0.3795275590551181
5,Not Graduate,No,3700000,9800000,4,563,9500000,5100000,11200000,3000000,1,2.6486486486486487,28800000,0.3402777777777778
2,Not Graduate,No,8400000,26300000,4,419,22900000,7900000,29200000,6200000,1,3.130952380952381,66200000,0.3972809667673716
0,Graduate,Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000,0,2.5365853658536586,35200000,0.5909090909090909
0,Not Graduate,No,2900000,9500000,18,885,4300000,2300000,6500000,3500000,1,3.2758620689655173,16600000,0.572289156626506
1,Not Graduate,Yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000,1,3.878787878787879,62600000,0.6134185303514377
0,Graduate,No,4400000,14100000,2,349,3300000,1300000,8800000,6200000,1,3.2045454545454546,19600000,0.7193877551020408
1,Not Graduate,Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000,0,3.577777777777778,60400000,0.5331125827814569
3,Not Graduate,Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000,1,3.9558823529411766,58700000,0.45826235093696766
2,Not Graduate,No,8700000,28000000,12,543,16900000,6000000,22900000,6700000,0,3.218390804597701,52500000,0.5333333333333333
3,Graduate,No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,1,2.3297872340425534,53200000,0.4116541353383459
3,Not Graduate,Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000,1,2.0833333333333335,41400000,0.30193236714975846
1,Not Graduate,Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000,0,3.1702127659574466,85200000,0.34976525821596244
0,Not Graduate,Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,1,4.0,8500000,0.47058823529411764
3,Graduate,Yes,900000,2300000,20,611,600000,1500000,1900000,500000,1,2.5555555555555554,4500000,0.5111111111111111
4,Not Graduate,No,2100000,7700000,4,767,1200000,1700000,6900000,1300000,1,3.6666666666666665,11100000,0.6936936936936937
5,Graduate,Yes,1100000,3200000,20,592,3200000,700000,3500000,500000,1,2.909090909090909,7900000,0.4050632911392405
0,Graduate,Yes,600000,2300000,4,319,1600000,800000,2300000,700000,1,3.8333333333333335,5400000,0.42592592592592593
4,Not Graduate,Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,1,2.7717391304347827,60100000,0.4242928452579035
2,Not Graduate,Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,1,3.5555555555555554,27100000,0.47232472324723246
5,Not Graduate,Yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000,1,3.8461538461538463,11000000,0.45454545454545453
5,Graduate,Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000,1,2.1818181818181817,44800000,0.375
4,Graduate,Yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000,0,2.473684210526316,62000000,0.3790322580645161
2,Not Graduate,Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000,0,3.52,33100000,0.5317220543806647
0,Not Graduate,No,500000,1800000,2,531,1300000,500000,1900000,700000,1,3.6,4400000,0.4090909090909091
1,Graduate,Yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000,1,3.8674698795180724,57600000,0.5572916666666666
